atc_code5,atc_code4,atc_code3,atc_code2,atc_code1,atc_desc5,atc_desc4,atc_desc3,atc_desc2,atc_desc1
V03AB16,V03AB,V03A,V03,V,ethanol,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB17,V03AB,V03A,V03,V,methylthioninium chloride,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB18,V03AB,V03A,V03,V,potassium permanganate,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB19,V03AB,V03A,V03,V,physostigmine,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB20,V03AB,V03A,V03,V,copper sulfate,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB21,V03AB,V03A,V03,V,potassium iodide,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB22,V03AB,V03A,V03,V,amyl nitrite,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB23,V03AB,V03A,V03,V,acetylcysteine,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB24,V03AB,V03A,V03,V,digitalis antitoxin,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB25,V03AB,V03A,V03,V,flumazenil,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB26,V03AB,V03A,V03,V,methionine,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB27,V03AB,V03A,V03,V,4-dimethylaminophenol,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB29,V03AB,V03A,V03,V,cholinesterase,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB31,V03AB,V03A,V03,V,prussian blue,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB32,V03AB,V03A,V03,V,glutathione,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB33,V03AB,V03A,V03,V,hydroxocobalamin,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB34,V03AB,V03A,V03,V,fomepizole,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB35,V03AB,V03A,V03,V,sugammadex,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB36,V03AB,V03A,V03,V,phentolamine,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AB37,V03AB,V03A,V03,V,idarucizumab,Antidotes,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
A10BX01,A10BX,A10B,A10,A,guar gum,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX02,A10BX,A10B,A10,A,repaglinide,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX03,A10BX,A10B,A10,A,nateglinide,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX04,A10BX,A10B,A10,A,exenatide,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX05,A10BX,A10B,A10,A,pramlintide,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX06,A10BX,A10B,A10,A,benfluorex,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX07,A10BX,A10B,A10,A,liraglutide,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX08,A10BX,A10B,A10,A,mitiglinide,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX09,A10BX,A10B,A10,A,dapagliflozin,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX10,A10BX,A10B,A10,A,lixisenatide,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX11,A10BX,A10B,A10,A,canagliflozin,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX12,A10BX,A10B,A10,A,empagliflozin,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX13,A10BX,A10B,A10,A,albiglutide,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BX14,A10BX,A10B,A10,A,dulaglutide,"Other blood glucose lowering drugs, excl. insulins","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
J07BB01,J07BB,J07B,J07,J,"influenza, inactivated, whole virus",Influenza vaccines,VIRAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
J07BB02,J07BB,J07B,J07,J,"influenza, inactivated, split virus or surface antigen",Influenza vaccines,VIRAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
J07BB03,J07BB,J07B,J07,J,"influenza, live attenuated",Influenza vaccines,VIRAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
B02BD01,B02BD,B02B,B02,B,"coagulation factor IX, II, VII and X in combination",Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD02,B02BD,B02B,B02,B,coagulation factor VIII,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD03,B02BD,B02B,B02,B,factor VIII inhibitor bypassing activity,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD04,B02BD,B02B,B02,B,coagulation factor IX,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD05,B02BD,B02B,B02,B,coagulation factor VII,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD06,B02BD,B02B,B02,B,von Willebrand factor and coagulation factor VIII in combination,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD07,B02BD,B02B,B02,B,coagulation factor XIII,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD08,B02BD,B02B,B02,B,eptacog alfa (activated),Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD09,B02BD,B02B,B02,B,nonacog alfa,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD10,B02BD,B02B,B02,B,von Willebrand factor,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD11,B02BD,B02B,B02,B,catridecacog,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD12,B02BD,B02B,B02,B,trenonacog alfa,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD13,B02BD,B02B,B02,B,coagulation factor X,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD14,B02BD,B02B,B02,B,susoctocog alfa,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BD30,B02BD,B02B,B02,B,thrombin,Blood coagulation factors,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
S01AE01,S01AE,S01A,S01,S,ofloxacin,Fluoroquinolones,ANTIINFECTIVES,OPHTHALMOLOGICALS,SENSORY ORGANS
S01AE02,S01AE,S01A,S01,S,norfloxacin,Fluoroquinolones,ANTIINFECTIVES,OPHTHALMOLOGICALS,SENSORY ORGANS
S01AE03,S01AE,S01A,S01,S,ciprofloxacin,Fluoroquinolones,ANTIINFECTIVES,OPHTHALMOLOGICALS,SENSORY ORGANS
S01AE04,S01AE,S01A,S01,S,lomefloxacin,Fluoroquinolones,ANTIINFECTIVES,OPHTHALMOLOGICALS,SENSORY ORGANS
S01AE05,S01AE,S01A,S01,S,levofloxacin,Fluoroquinolones,ANTIINFECTIVES,OPHTHALMOLOGICALS,SENSORY ORGANS
S01AE06,S01AE,S01A,S01,S,gatifloxacin,Fluoroquinolones,ANTIINFECTIVES,OPHTHALMOLOGICALS,SENSORY ORGANS
S01AE07,S01AE,S01A,S01,S,moxifloxacin,Fluoroquinolones,ANTIINFECTIVES,OPHTHALMOLOGICALS,SENSORY ORGANS
S01AE08,S01AE,S01A,S01,S,besifloxacin,Fluoroquinolones,ANTIINFECTIVES,OPHTHALMOLOGICALS,SENSORY ORGANS
D08AG01,D08AG,D08A,D08,D,iodine/octylphenoxypolyglycolether,Iodine products,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,DERMATOLOGICALS
D08AG02,D08AG,D08A,D08,D,povidone-iodine,Iodine products,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,DERMATOLOGICALS
D08AG03,D08AG,D08A,D08,D,iodine,Iodine products,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,DERMATOLOGICALS
D08AG04,D08AG,D08A,D08,D,diiodohydroxypropane,Iodine products,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,DERMATOLOGICALS
G02AB01,G02AB,G02A,G02,G,methylergometrine,Ergot alkaloids,UTEROTONICS,OTHER GYNECOLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G02AB02,G02AB,G02A,G02,G,ergot alkaloids,Ergot alkaloids,UTEROTONICS,OTHER GYNECOLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G02AB03,G02AB,G02A,G02,G,ergometrine,Ergot alkaloids,UTEROTONICS,OTHER GYNECOLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
N01BA01,N01BA,N01B,N01,N,metabutethamine,Esters of aminobenzoic acid,"ANESTHETICS, LOCAL",ANESTHETICS,NERVOUS SYSTEM
N01BA02,N01BA,N01B,N01,N,procaine,Esters of aminobenzoic acid,"ANESTHETICS, LOCAL",ANESTHETICS,NERVOUS SYSTEM
N01BA03,N01BA,N01B,N01,N,tetracaine,Esters of aminobenzoic acid,"ANESTHETICS, LOCAL",ANESTHETICS,NERVOUS SYSTEM
N01BA04,N01BA,N01B,N01,N,chloroprocaine,Esters of aminobenzoic acid,"ANESTHETICS, LOCAL",ANESTHETICS,NERVOUS SYSTEM
N01BA05,N01BA,N01B,N01,N,benzocaine,Esters of aminobenzoic acid,"ANESTHETICS, LOCAL",ANESTHETICS,NERVOUS SYSTEM
N01BA52,N01BA,N01B,N01,N,"procaine, combinations",Esters of aminobenzoic acid,"ANESTHETICS, LOCAL",ANESTHETICS,NERVOUS SYSTEM
N05AH01,N05AH,N05A,N05,N,loxapine,"Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05AH02,N05AH,N05A,N05,N,clozapine,"Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05AH03,N05AH,N05A,N05,N,olanzapine,"Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05AH04,N05AH,N05A,N05,N,quetiapine,"Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05AH05,N05AH,N05A,N05,N,asenapine,"Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05AH06,N05AH,N05A,N05,N,clotiapine,"Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
R06AC01,R06AC,R06A,R06,R,mepyramine,Substituted ethylene diamines,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,RESPIRATORY SYSTEM
R06AC02,R06AC,R06A,R06,R,histapyrrodine,Substituted ethylene diamines,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,RESPIRATORY SYSTEM
R06AC03,R06AC,R06A,R06,R,chloropyramine,Substituted ethylene diamines,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,RESPIRATORY SYSTEM
R06AC04,R06AC,R06A,R06,R,tripelennamine,Substituted ethylene diamines,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,RESPIRATORY SYSTEM
R06AC05,R06AC,R06A,R06,R,methapyrilene,Substituted ethylene diamines,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,RESPIRATORY SYSTEM
R06AC06,R06AC,R06A,R06,R,thonzylamine,Substituted ethylene diamines,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,RESPIRATORY SYSTEM
R06AC52,R06AC,R06A,R06,R,"histapyrrodine, combinations",Substituted ethylene diamines,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,RESPIRATORY SYSTEM
R06AC53,R06AC,R06A,R06,R,"chloropyramine, combinations",Substituted ethylene diamines,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,RESPIRATORY SYSTEM
B01AA01,B01AA,B01A,B01,B,dicoumarol,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AA02,B01AA,B01A,B01,B,phenindione,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AA03,B01AA,B01A,B01,B,warfarin,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AA04,B01AA,B01A,B01,B,phenprocoumon,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AA07,B01AA,B01A,B01,B,acenocoumarol,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AA08,B01AA,B01A,B01,B,ethyl biscoumacetate,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AA09,B01AA,B01A,B01,B,clorindione,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AA10,B01AA,B01A,B01,B,diphenadione,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AA11,B01AA,B01A,B01,B,tioclomarol,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AA12,B01AA,B01A,B01,B,fluindione,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
J05AG01,J05AG,J05A,J05,J,nevirapine,Non-nucleoside reverse transcriptase inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AG02,J05AG,J05A,J05,J,delavirdine,Non-nucleoside reverse transcriptase inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AG03,J05AG,J05A,J05,J,efavirenz,Non-nucleoside reverse transcriptase inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AG04,J05AG,J05A,J05,J,etravirine,Non-nucleoside reverse transcriptase inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AG05,J05AG,J05A,J05,J,rilpivirine,Non-nucleoside reverse transcriptase inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
A02BA01,A02BA,A02B,A02,A,cimetidine,H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BA02,A02BA,A02B,A02,A,ranitidine,H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BA03,A02BA,A02B,A02,A,famotidine,H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BA04,A02BA,A02B,A02,A,nizatidine,H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BA05,A02BA,A02B,A02,A,niperotidine,H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BA06,A02BA,A02B,A02,A,roxatidine,H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BA07,A02BA,A02B,A02,A,ranitidine bismuth citrate,H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BA08,A02BA,A02B,A02,A,lafutidine,H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BA51,A02BA,A02B,A02,A,"cimetidine, combinations",H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BA53,A02BA,A02B,A02,A,"famotidine, combinations",H2-receptor antagonists,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
L01BC01,L01BC,L01B,L01,L,cytarabine,Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01BC02,L01BC,L01B,L01,L,fluorouracil,Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01BC03,L01BC,L01B,L01,L,tegafur,Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01BC04,L01BC,L01B,L01,L,carmofur,Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01BC05,L01BC,L01B,L01,L,gemcitabine,Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01BC06,L01BC,L01B,L01,L,capecitabine,Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01BC07,L01BC,L01B,L01,L,azacitidine,Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01BC08,L01BC,L01B,L01,L,decitabine,Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01BC52,L01BC,L01B,L01,L,"fluorouracil, combinations",Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
N02AX06,N02AX,N02A,N02,N,tapentadol,Other opioids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
L01BC53,L01BC,L01B,L01,L,"tegafur, combinations",Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01BC59,L01BC,L01B,L01,L,"trifluridine, combinations",Pyrimidine analogues,ANTIMETABOLITES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
C04AB01,C04AB,C04A,C04,C,phentolamine,Imidazoline derivatives,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AB02,C04AB,C04A,C04,C,tolazoline,Imidazoline derivatives,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
A10BG01,A10BG,A10B,A10,A,troglitazone,Thiazolidinediones,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BG02,A10BG,A10B,A10,A,rosiglitazone,Thiazolidinediones,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10BG03,A10BG,A10B,A10,A,pioglitazone,Thiazolidinediones,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A12AA01,A12AA,A12A,A12,A,calcium phosphate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA02,A12AA,A12A,A12,A,calcium glubionate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA03,A12AA,A12A,A12,A,calcium gluconate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA04,A12AA,A12A,A12,A,calcium carbonate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA05,A12AA,A12A,A12,A,calcium lactate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA06,A12AA,A12A,A12,A,calcium lactate gluconate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA07,A12AA,A12A,A12,A,calcium chloride,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA08,A12AA,A12A,A12,A,calcium glycerylphosphate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA09,A12AA,A12A,A12,A,calcium citrate lysine complex,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA10,A12AA,A12A,A12,A,calcium glucoheptonate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA11,A12AA,A12A,A12,A,calcium pangamate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA13,A12AA,A12A,A12,A,calcium citrate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA20,A12AA,A12A,A12,A,calcium (different salts in combination),Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12AA30,A12AA,A12A,A12,A,calcium laevulate,Calcium,CALCIUM,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
