"atc_code5","atc_desc5","atc_code1","atc_code2","atc_code3","atc_code4","atc_desc1","atc_desc2","atc_desc3","atc_desc4"
"G01AF18","flutrimazole","G","G01","G01A","G01AF","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Imidazole derivatives"
"G01AF19","sertaconazole","G","G01","G01A","G01AF","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Imidazole derivatives"
"G01AF20","combinations of imidazole derivatives","G","G01","G01A","G01AF","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Imidazole derivatives"
"J01DF01","aztreonam","J","J01","J01D","J01DF","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Monobactams"
"J01DF02","carumonam","J","J01","J01D","J01DF","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Monobactams"
"M01AX01","nabumetone","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX02","niflumic acid","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX04","azapropazone","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX05","glucosamine","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX07","benzydamine","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX12","glucosaminoglycan polysulfate","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX13","proquazone","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX14","orgotein","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX17","nimesulide","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX18","feprazone","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX21","diacerein","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX22","morniflumate","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX23","tenidap","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX24","oxaceprol","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX25","chondroitin sulfate","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX26","avocado and soyabean oil, unsaponifiables","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX68","feprazone, combinations","M","M01","M01A","M01AX","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"N06AA01","desipramine","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA02","imipramine","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA03","imipramine oxide","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA04","clomipramine","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA05","opipramol","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA06","trimipramine","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA07","lofepramine","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA08","dibenzepin","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA09","amitriptyline","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA10","nortriptyline","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA11","protriptyline","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA12","doxepin","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA13","iprindole","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA14","melitracen","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA15","butriptyline","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA16","dosulepin","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA17","amoxapine","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA18","dimetacrine","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA19","amineptine","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA21","maprotiline","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N06AA23","quinupramine","N","N06","N06A","N06AA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"N07BC01","buprenorphine","N","N07","N07B","N07BC","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in opioid dependence"
"N07BC02","methadone","N","N07","N07B","N07BC","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in opioid dependence"
"N07BC03","levacetylmethadol","N","N07","N07B","N07BC","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in opioid dependence"
"N07BC04","lofexidine","N","N07","N07B","N07BC","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in opioid dependence"
"N07BC05","levomethadone","N","N07","N07B","N07BC","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in opioid dependence"
"N07BC06","diamorphine","N","N07","N07B","N07BC","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in opioid dependence"
"N07BC51","buprenorphine, combinations","N","N07","N07B","N07BC","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in opioid dependence"
"N07AB01","carbachol","N","N07","N07A","N07AB","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Choline esters"
"N07AB02","bethanechol","N","N07","N07A","N07AB","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Choline esters"
"A09AC01","pepsin and acid preparations","A","A09","A09A","A09AC","ALIMENTARY TRACT AND METABOLISM","DIGESTIVES, INCL. ENZYMES","DIGESTIVES, INCL. ENZYMES","Enzyme and acid preparations, combinations"
"A09AC02","multienzymes and acid preparations","A","A09","A09A","A09AC","ALIMENTARY TRACT AND METABOLISM","DIGESTIVES, INCL. ENZYMES","DIGESTIVES, INCL. ENZYMES","Enzyme and acid preparations, combinations"
"N02AC01","dextromoramide","N","N02","N02A","N02AC","NERVOUS SYSTEM","ANALGESICS","OPIOIDS","Diphenylpropylamine derivatives"
"N02AC05","bezitramide","N","N02","N02A","N02AC","NERVOUS SYSTEM","ANALGESICS","OPIOIDS","Diphenylpropylamine derivatives"
"N02AC52","methadone, combinations excl. psycholeptics","N","N02","N02A","N02AC","NERVOUS SYSTEM","ANALGESICS","OPIOIDS","Diphenylpropylamine derivatives"
"N02AC54","dextropropoxyphene, combinations excl. psycholeptics","N","N02","N02A","N02AC","NERVOUS SYSTEM","ANALGESICS","OPIOIDS","Diphenylpropylamine derivatives"
"N02AC74","dextropropoxyphene, combinations with psycholeptics","N","N02","N02A","N02AC","NERVOUS SYSTEM","ANALGESICS","OPIOIDS","Diphenylpropylamine derivatives"
"C10AX01","dextrothyroxine","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX02","probucol","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX03","tiadenol","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX05","meglutol","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX06","omega-3-triglycerides incl. other esters and acids","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX07","magnesium pyridoxal 5-phosphate glutamate","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX08","policosanol","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX09","ezetimibe","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX10","alipogene tiparvovec","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX11","mipomersen","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX12","lomitapide","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C10AX13","evolocumab","C","C10","C10A","C10AX","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"C02AC01","clonidine","C","C02","C02A","C02AC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","Imidazoline receptor agonists"
"C02AC02","guanfacine","C","C02","C02A","C02AC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","Imidazoline receptor agonists"
"C02AC04","tolonidine","C","C02","C02A","C02AC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","Imidazoline receptor agonists"
"C02AC05","moxonidine","C","C02","C02A","C02AC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","Imidazoline receptor agonists"
"C02AC06","rilmenidine","C","C02","C02A","C02AC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","Imidazoline receptor agonists"
"A03AA01","oxyphencyclimine","A","A03","A03A","A03AA","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"A03AA03","camylofin","A","A03","A03A","A03AA","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"A03AA04","mebeverine","A","A03","A03A","A03AA","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"A03AA05","trimebutine","A","A03","A03A","A03AA","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"A03AA06","rociverine","A","A03","A03A","A03AA","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"A03AA07","dicycloverine","A","A03","A03A","A03AA","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"A03AA08","dihexyverine","A","A03","A03A","A03AA","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"A03AA09","difemerine","A","A03","A03A","A03AA","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"A03AA30","piperidolate","A","A03","A03A","A03AA","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"S01LA01","verteporfin","S","S01","S01L","S01LA","SENSORY ORGANS","OPHTHALMOLOGICALS","OCULAR VASCULAR DISORDER AGENTS","Antineovascularisation agents"
"S01LA02","anecortave","S","S01","S01L","S01LA","SENSORY ORGANS","OPHTHALMOLOGICALS","OCULAR VASCULAR DISORDER AGENTS","Antineovascularisation agents"
"S01LA03","pegaptanib","S","S01","S01L","S01LA","SENSORY ORGANS","OPHTHALMOLOGICALS","OCULAR VASCULAR DISORDER AGENTS","Antineovascularisation agents"
"S01LA04","ranibizumab","S","S01","S01L","S01LA","SENSORY ORGANS","OPHTHALMOLOGICALS","OCULAR VASCULAR DISORDER AGENTS","Antineovascularisation agents"
"S01LA05","aflibercept","S","S01","S01L","S01LA","SENSORY ORGANS","OPHTHALMOLOGICALS","OCULAR VASCULAR DISORDER AGENTS","Antineovascularisation agents"
"G01AC01","diiodohydroxyquinoline","G","G01","G01A","G01AC","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Quinoline derivatives"
"G01AC02","clioquinol","G","G01","G01A","G01AC","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Quinoline derivatives"
"G01AC03","chlorquinaldol","G","G01","G01A","G01AC","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Quinoline derivatives"
"G01AC05","dequalinium","G","G01","G01A","G01AC","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Quinoline derivatives"
"G01AC06","broxyquinoline","G","G01","G01A","G01AC","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Quinoline derivatives"
"G01AC30","oxyquinoline","G","G01","G01A","G01AC","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Quinoline derivatives"
"A02AD01","ordinary salt combinations","A","A02","A02A","A02AD","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR ACID RELATED DISORDERS","ANTACIDS","Combinations and complexes of aluminium, calcium and magnesium compounds"
"A02AD02","magaldrate","A","A02","A02A","A02AD","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR ACID RELATED DISORDERS","ANTACIDS","Combinations and complexes of aluminium, calcium and magnesium compounds"
"A02AD03","almagate","A","A02","A02A","A02AD","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR ACID RELATED DISORDERS","ANTACIDS","Combinations and complexes of aluminium, calcium and magnesium compounds"
"A02AD04","hydrotalcite","A","A02","A02A","A02AD","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR ACID RELATED DISORDERS","ANTACIDS","Combinations and complexes of aluminium, calcium and magnesium compounds"
"A02AD05","almasilate","A","A02","A02A","A02AD","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR ACID RELATED DISORDERS","ANTACIDS","Combinations and complexes of aluminium, calcium and magnesium compounds"
"C09DA01","losartan and diuretics","C","C09","C09D","C09DA","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ANGIOTENSIN II ANTAGONISTS, COMBINATIONS","Angiotensin II antagonists and diuretics"
"C09DA02","eprosartan and diuretics","C","C09","C09D","C09DA","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ANGIOTENSIN II ANTAGONISTS, COMBINATIONS","Angiotensin II antagonists and diuretics"
"C09DA03","valsartan and diuretics","C","C09","C09D","C09DA","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ANGIOTENSIN II ANTAGONISTS, COMBINATIONS","Angiotensin II antagonists and diuretics"
"C09DA04","irbesartan and diuretics","C","C09","C09D","C09DA","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ANGIOTENSIN II ANTAGONISTS, COMBINATIONS","Angiotensin II antagonists and diuretics"
"C09DA06","candesartan and diuretics","C","C09","C09D","C09DA","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ANGIOTENSIN II ANTAGONISTS, COMBINATIONS","Angiotensin II antagonists and diuretics"
"C09DA07","telmisartan and diuretics","C","C09","C09D","C09DA","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ANGIOTENSIN II ANTAGONISTS, COMBINATIONS","Angiotensin II antagonists and diuretics"
"C09DA08","olmesartan medoxomil and diuretics","C","C09","C09D","C09DA","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ANGIOTENSIN II ANTAGONISTS, COMBINATIONS","Angiotensin II antagonists and diuretics"
"C09DA09","azilsartan medoxomil and diuretics","C","C09","C09D","C09DA","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ANGIOTENSIN II ANTAGONISTS, COMBINATIONS","Angiotensin II antagonists and diuretics"
"S01EA01","epinephrine","S","S01","S01E","S01EA","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Sympathomimetics in glaucoma therapy"
"S01EA02","dipivefrine","S","S01","S01E","S01EA","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Sympathomimetics in glaucoma therapy"
"S01EA03","apraclonidine","S","S01","S01E","S01EA","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Sympathomimetics in glaucoma therapy"
"S01EA04","clonidine","S","S01","S01E","S01EA","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Sympathomimetics in glaucoma therapy"
"S01EA05","brimonidine","S","S01","S01E","S01EA","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Sympathomimetics in glaucoma therapy"
"S01EA51","epinephrine, combinations","S","S01","S01E","S01EA","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Sympathomimetics in glaucoma therapy"
"M02AB01","capsaicin","M","M02","M02A","M02AB","MUSCULO-SKELETAL SYSTEM","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Capsaicin and similar agents"
"M02AB02","zucapsaicin","M","M02","M02A","M02AB","MUSCULO-SKELETAL SYSTEM","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Capsaicin and similar agents"
